naid,localId,seriesNaid,seriesLocalId,seriesTitle,containerId,title,workingStartDate,workingEndDate,workingDateLabel,datePrecision,dateBasis,chapter,selection,routing,accessStatus,accessRestrictionNote,useStatus,markerStatus,markerRecordGroup,markerOffice,markerSeries,markerSubseries,markerOaId,markerFolderId,objectId,pdfBytes,ocrCharacterCount,memosToPresident,memosToScowcroft,memosToPorter,memorandaOfConversation,meetingRecords,withdrawalSheets,economicSignalTotal,tradeSignals,financeSignals,summitsSignals,transitionSignals,controlsSignals,reviewTopics,reviewFocus,economicSubjectLeads,archivalLocator,catalogUrl,pdfUrl
509545353,04154-016,2600856,GB-POD-031,Nancy Maloley Subject Files,04154,Summit - Environmental Initiatives July - Paris [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Nancy Maloley Subject Files,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Nancy Maloley Subject Files, OA/ID 04154–016, Summit - Environmental Initiatives July - Paris [2].",https://catalog.archives.gov/id/509545353,
509545765,05720-002,2600882,GB-POD-040,Robert Pekkanen Subject Files,05720,Interagency Review for U.S.-Japan Semiconductor Trade Arrangement [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,"Strategic Trade, Technology, and Investment Controls",Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Robert Pekkanen Subject Files | Trade policy | Export controls,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Robert Pekkanen Subject Files, OA/ID 05720–002, Interagency Review for U.S.-Japan Semiconductor Trade Arrangement [1].",https://catalog.archives.gov/id/509545765,
509545766,05720-003,2600882,GB-POD-040,Robert Pekkanen Subject Files,05720,Interagency Review for U.S.-Japan Semiconductor Trade Arrangement [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,"Strategic Trade, Technology, and Investment Controls",Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Robert Pekkanen Subject Files | Trade policy | Export controls,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Robert Pekkanen Subject Files, OA/ID 05720–003, Interagency Review for U.S.-Japan Semiconductor Trade Arrangement [2].",https://catalog.archives.gov/id/509545766,
352794417,05720-006,2600882,GB-POD-040,Robert Pekkanen Subject Files,05720,Committee on Foreign Investment in the United States [CFIUS],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,"Strategic Trade, Technology, and Investment Controls",Core,Volume XXX review,Undetermined,The majority of these records have not been processed so access restrictions have not been determined.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Robert Pekkanen Subject Files | Foreign investment,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Robert Pekkanen Subject Files, OA/ID 05720–006, Committee on Foreign Investment in the United States [CFIUS].",https://catalog.archives.gov/id/352794417,
509547432,08541-008,503434622,GB-POD-043,Roger Porter Files,08541,Munich Summit,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Economic Summits and Industrialized-Country Cooperation,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Roger Porter Files | Economic summits,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Roger Porter Files, OA/ID 08541–008, Munich Summit.",https://catalog.archives.gov/id/509547432,
509547437,08541-055,503434622,GB-POD-043,Roger Porter Files,08541,Trade Policy,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Core,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Roger Porter Files | Trade policy,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Roger Porter Files, OA/ID 08541–055, Trade Policy.",https://catalog.archives.gov/id/509547437,
509547438,08541-062,503434622,GB-POD-043,Roger Porter Files,08541,U.S. - Canada Free Trade Agreement,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Roger Porter Files | Trade policy | NAFTA boundary,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Roger Porter Files, OA/ID 08541–062, U.S. - Canada Free Trade Agreement.",https://catalog.archives.gov/id/509547438,
509547439,08541-064,503434622,GB-POD-043,Roger Porter Files,08541,Venezuela,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Roger Porter Files,"Finding-aid lead retained because of country file in a policy staff series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Roger Porter Files, OA/ID 08541–064, Venezuela.",https://catalog.archives.gov/id/509547439,
509547851,08851-003,503434622,GB-POD-043,Roger Porter Files,08851,European Bank for Reconstruction and Development,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,"Monetary Policy, Debt, and International Institutions",Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Roger Porter Files,"Finding-aid lead retained because of foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Roger Porter Files, OA/ID 08851–003, European Bank for Reconstruction and Development.",https://catalog.archives.gov/id/509547851,
509547864,08852-002,503434622,GB-POD-043,Roger Porter Files,08852,Japan,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Roger Porter Files,"Finding-aid lead retained because of country file in a policy staff series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Roger Porter Files, OA/ID 08852–002, Japan.",https://catalog.archives.gov/id/509547864,
